case_key,task_id,input_id,target_variable,control_flow_expanded_exact,oracle_cf_state_exact,predicted_cf_state_attempted,predicted_cf_state_exact,end_to_end_joint_exact,request_id,problem_key,platform,cf_service_epoch,difficulty,contest_date,interface,test_source,trace_length,trace_bin,long_trace,distinct_blocks,compressed_runs,repeated_block,selected_candidate,helper_functions,cf_group,state_length,state_bin,identical_visible_messages,net_drop,oracle_position_accuracy,predicted_position_accuracy,oracle_prefix,predicted_prefix,oracle_normalized_prefix,predicted_normalized_prefix
task_lcb_0012/input_004,task_lcb_0012,input_004,best,True,True,True,True,True,task_lcb_0012/input_004/state/001,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0012/input_004,task_lcb_0012,input_004,i,True,True,True,True,True,task_lcb_0012/input_004/state/002,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_004,task_lcb_0012,input_004,mask,True,True,True,True,True,task_lcb_0012/input_004/state/003,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_004,task_lcb_0012,input_004,n,True,True,True,True,True,task_lcb_0012/input_004/state/004,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_004,task_lcb_0012,input_004,prod,True,True,True,True,True,task_lcb_0012/input_004/state/005,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0012/input_006,task_lcb_0012,input_006,best,True,True,True,True,True,task_lcb_0012/input_006/state/001,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0012/input_006,task_lcb_0012,input_006,i,True,True,True,True,True,task_lcb_0012/input_006/state/002,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_006,task_lcb_0012,input_006,mask,True,True,True,True,True,task_lcb_0012/input_006/state/003,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_006,task_lcb_0012,input_006,n,True,True,True,True,True,task_lcb_0012/input_006/state/004,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_006,task_lcb_0012,input_006,prod,True,True,True,True,True,task_lcb_0012/input_006/state/005,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0012/input_007,task_lcb_0012,input_007,best,True,True,True,True,True,task_lcb_0012/input_007/state/001,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0012/input_007,task_lcb_0012,input_007,i,True,True,True,True,True,task_lcb_0012/input_007/state/002,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_007,task_lcb_0012,input_007,mask,True,True,True,True,True,task_lcb_0012/input_007/state/003,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_007,task_lcb_0012,input_007,n,True,True,True,True,True,task_lcb_0012/input_007/state/004,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_007,task_lcb_0012,input_007,prod,True,True,True,True,True,task_lcb_0012/input_007/state/005,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_008,task_lcb_0012,input_008,best,True,True,True,True,True,task_lcb_0012/input_008/state/001,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0012/input_008,task_lcb_0012,input_008,i,True,True,True,True,True,task_lcb_0012/input_008/state/002,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_008,task_lcb_0012,input_008,mask,True,True,True,True,True,task_lcb_0012/input_008/state/003,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_008,task_lcb_0012,input_008,n,True,True,True,True,True,task_lcb_0012/input_008/state/004,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_008,task_lcb_0012,input_008,prod,True,True,True,True,True,task_lcb_0012/input_008/state/005,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0012/input_009,task_lcb_0012,input_009,best,True,True,True,True,True,task_lcb_0012/input_009/state/001,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,33,26-100,True,9,6,True,1,False,cf_correct,4,3-5,False,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0012/input_009,task_lcb_0012,input_009,i,True,True,True,True,True,task_lcb_0012/input_009/state/002,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,33,26-100,True,9,6,True,1,False,cf_correct,7,6-10,False,0,1.0,1.0,7,7,1.0,1.0
task_lcb_0012/input_009,task_lcb_0012,input_009,mask,True,True,True,True,True,task_lcb_0012/input_009/state/003,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,33,26-100,True,9,6,True,1,False,cf_correct,4,3-5,False,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0012/input_009,task_lcb_0012,input_009,n,True,True,True,True,True,task_lcb_0012/input_009/state/004,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,33,26-100,True,9,6,True,1,False,cf_correct,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0012/input_009,task_lcb_0012,input_009,prod,True,True,True,True,True,task_lcb_0012/input_009/state/005,leetcode/2754,leetcode,after_service_recovery,medium,2023-05-27T00:00:00,functional,private,33,26-100,True,9,6,True,1,False,cf_correct,8,6-10,False,0,1.0,1.0,8,8,1.0,1.0
task_lcb_0042/input_000,task_lcb_0042,input_000,ans,True,True,True,True,True,task_lcb_0042/input_000/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,14,11-25,True,5,6,True,1,False,cf_correct,5,3-5,True,0,1.0,1.0,5,5,1.0,1.0
task_lcb_0042/input_000,task_lcb_0042,input_000,i,True,True,True,True,True,task_lcb_0042/input_000/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,14,11-25,True,5,6,True,1,False,cf_correct,5,3-5,True,0,1.0,1.0,5,5,1.0,1.0
task_lcb_0042/input_000,task_lcb_0042,input_000,n,True,True,True,True,True,task_lcb_0042/input_000/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,14,11-25,True,5,6,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_000,task_lcb_0042,input_000,x,True,True,True,True,True,task_lcb_0042/input_000/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,14,11-25,True,5,6,True,1,False,cf_correct,5,3-5,True,0,1.0,1.0,5,5,1.0,1.0
task_lcb_0042/input_001,task_lcb_0042,input_001,ans,True,True,True,True,True,task_lcb_0042/input_001/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,19,11-25,True,5,6,True,1,False,cf_correct,6,6-10,True,0,1.0,1.0,6,6,1.0,1.0
task_lcb_0042/input_001,task_lcb_0042,input_001,i,True,True,True,True,True,task_lcb_0042/input_001/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,19,11-25,True,5,6,True,1,False,cf_correct,7,6-10,True,0,1.0,1.0,7,7,1.0,1.0
task_lcb_0042/input_001,task_lcb_0042,input_001,n,True,True,True,True,True,task_lcb_0042/input_001/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,19,11-25,True,5,6,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_001,task_lcb_0042,input_001,x,True,True,True,True,True,task_lcb_0042/input_001/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,public,19,11-25,True,5,6,True,1,False,cf_correct,7,6-10,True,0,1.0,1.0,7,7,1.0,1.0
task_lcb_0042/input_002,task_lcb_0042,input_002,ans,True,True,True,True,True,task_lcb_0042/input_002/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0042/input_002,task_lcb_0042,input_002,i,True,True,True,True,True,task_lcb_0042/input_002/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_002,task_lcb_0042,input_002,n,True,True,True,True,True,task_lcb_0042/input_002/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_002,task_lcb_0042,input_002,x,True,True,True,True,True,task_lcb_0042/input_002/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_003,task_lcb_0042,input_003,ans,True,True,True,True,True,task_lcb_0042/input_003/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0042/input_003,task_lcb_0042,input_003,i,True,True,True,True,True,task_lcb_0042/input_003/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0042/input_003,task_lcb_0042,input_003,n,True,True,True,True,True,task_lcb_0042/input_003/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_003,task_lcb_0042,input_003,x,True,True,True,True,True,task_lcb_0042/input_003/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0042/input_004,task_lcb_0042,input_004,ans,True,True,True,True,True,task_lcb_0042/input_004/state/001,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_correct,8,6-10,True,0,1.0,1.0,8,8,1.0,1.0
task_lcb_0042/input_004,task_lcb_0042,input_004,i,True,True,True,True,True,task_lcb_0042/input_004/state/002,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_correct,51,26-100,True,0,1.0,1.0,51,51,1.0,1.0
task_lcb_0042/input_004,task_lcb_0042,input_004,n,True,True,True,True,True,task_lcb_0042/input_004/state/003,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_004,task_lcb_0042,input_004,x,True,True,True,True,True,task_lcb_0042/input_004/state/004,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_005,task_lcb_0042,input_005,ans,True,True,True,True,True,task_lcb_0042/input_005/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0042/input_005,task_lcb_0042,input_005,i,True,True,True,True,True,task_lcb_0042/input_005/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_005,task_lcb_0042,input_005,n,True,True,True,True,True,task_lcb_0042/input_005/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_005,task_lcb_0042,input_005,x,True,True,True,True,True,task_lcb_0042/input_005/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_006,task_lcb_0042,input_006,ans,True,True,True,True,True,task_lcb_0042/input_006/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0042/input_006,task_lcb_0042,input_006,i,True,True,True,True,True,task_lcb_0042/input_006/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0042/input_006,task_lcb_0042,input_006,n,True,True,True,True,True,task_lcb_0042/input_006/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_006,task_lcb_0042,input_006,x,True,True,True,True,True,task_lcb_0042/input_006/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,9,6-10,False,5,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0042/input_007,task_lcb_0042,input_007,ans,False,True,True,True,False,task_lcb_0042/input_007/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_wrong_constructable,8,6-10,False,0,1.0,1.0,8,8,1.0,1.0
task_lcb_0042/input_007,task_lcb_0042,input_007,i,False,False,True,True,False,task_lcb_0042/input_007/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_wrong_constructable,51,26-100,False,-1,0.9803921568627451,1.0,50,51,0.9803921568627451,1.0
task_lcb_0042/input_007,task_lcb_0042,input_007,n,False,True,True,True,False,task_lcb_0042/input_007/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_wrong_constructable,2,2,False,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_007,task_lcb_0042,input_007,x,False,True,True,True,False,task_lcb_0042/input_007/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_wrong_constructable,48,26-100,False,0,1.0,1.0,48,48,1.0,1.0
task_lcb_0042/input_008,task_lcb_0042,input_008,ans,True,True,True,True,True,task_lcb_0042/input_008/state/001,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0042/input_008,task_lcb_0042,input_008,i,True,True,True,True,True,task_lcb_0042/input_008/state/002,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_008,task_lcb_0042,input_008,n,True,True,True,True,True,task_lcb_0042/input_008/state/003,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_008,task_lcb_0042,input_008,x,True,True,True,True,True,task_lcb_0042/input_008/state/004,leetcode/2844,leetcode,after_service_recovery,easy,2023-07-16T00:00:00,functional,private,6,6-10,False,5,4,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0042/input_009,task_lcb_0042,input_009,ans,False,True,False,False,False,task_lcb_0042/input_009/state/001,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_unconstructable,8,6-10,False,1,1.0,0.0,8,0,1.0,0.0
task_lcb_0042/input_009,task_lcb_0042,input_009,i,False,False,False,False,False,task_lcb_0042/input_009/state/002,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_unconstructable,51,26-100,False,0,0.9803921568627451,0.0,50,0,0.9803921568627451,0.0
task_lcb_0042/input_009,task_lcb_0042,input_009,n,False,True,False,False,False,task_lcb_0042/input_009/state/003,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_unconstructable,2,2,False,1,1.0,0.0,2,0,1.0,0.0
task_lcb_0042/input_009,task_lcb_0042,input_009,x,False,True,False,False,False,task_lcb_0042/input_009/state/004,leetcode/2844,leetcode,before_service_recovery,easy,2023-07-16T00:00:00,functional,private,109,>100,True,5,12,True,1,False,cf_unconstructable,51,26-100,False,1,1.0,0.0,51,0,1.0,0.0
task_lcb_0055/input_000,task_lcb_0055,input_000,a,True,True,True,True,True,task_lcb_0055/input_000/state/001,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,ans,True,True,True,True,True,task_lcb_0055/input_000/state/002,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,b,True,True,True,True,True,task_lcb_0055/input_000/state/003,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,dp1,True,True,True,True,True,task_lcb_0055/input_000/state/004,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,dp2,True,True,True,True,True,task_lcb_0055/input_000/state/005,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,i,True,True,True,True,True,task_lcb_0055/input_000/state/006,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,n,True,True,True,True,True,task_lcb_0055/input_000/state/007,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,2,2,True,0,1.0,1.0,2,2,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,ndp1,True,True,True,True,True,task_lcb_0055/input_000/state/008,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,ndp2,True,True,True,True,True,task_lcb_0055/input_000/state/009,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,pa,True,True,True,True,True,task_lcb_0055/input_000/state/010,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0055/input_000,task_lcb_0055,input_000,pb,True,True,True,True,True,task_lcb_0055/input_000/state/011,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,21,11-25,True,13,5,True,1,False,cf_correct,3,3-5,True,0,1.0,1.0,3,3,1.0,1.0
task_lcb_0055/input_001,task_lcb_0055,input_001,a,True,True,True,True,True,task_lcb_0055/input_001/state/001,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,33,26-100,True,13,6,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
task_lcb_0055/input_001,task_lcb_0055,input_001,ans,True,True,True,True,True,task_lcb_0055/input_001/state/002,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,33,26-100,True,13,6,True,1,False,cf_correct,5,3-5,True,0,1.0,1.0,5,5,1.0,1.0
task_lcb_0055/input_001,task_lcb_0055,input_001,b,True,True,True,True,True,task_lcb_0055/input_001/state/003,leetcode/2869,leetcode,after_service_recovery,medium,2023-07-09T00:00:00,functional,public,33,26-100,True,13,6,True,1,False,cf_correct,4,3-5,True,0,1.0,1.0,4,4,1.0,1.0
